Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,vader_sentiment,vader_score
374,374,StockDweebs,"Currently in:
1. $PLTR
2. $NTES
3. $UNFI
4. $AZN
5. $FB (new)

Waiting to enter:
1. $GOOG
2. $BAC
3. $GE
4. $NVDA
5. $T
6. $XLI
7. $XOM

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA
7. $SEAS
8. $JNJ

Recent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $NFLX",2021-04-23 04:15:02+00:00,180521,40,29,455,currently pltr ntes unfi azn fb new wait enter goog bac ge nvda xli xom recent win goog dks amat wba sea jnj recent loss plug cron kmx gbx nflx,neu,0.3612
375,375,alsabban1982,"▪️شركات
سيارات و طاقة $TSLA
وحوش $MSFT $GOOGL
تقنيةوانترنت $AAPL $FB $AMZN
أشباه موصلات $TSM

▪️صناديق هادئة
طاقةشمسية $TAN
طاقةبديلة $ICLN
 صناعة $XLI
ادويةوصيدلة $XLV

▪️صناديق نشطة
جينات $ARKG
انترنت المستقبل $ARKW

▪️سلع☠
مناجم ذهب $GOLD $KL
مناجم عملات (ر) $RIOT $MARA $CLSK https://t.co/a4Zky15nJf",2021-04-22 19:57:46+00:00,134795,7,32,611,شركات سيارات و طاقة tsla وحوش googl تقنيةوانترنت aapl fb amzn أشباه موصلات tsm صناديق هادئة طاقةشمسية tan طاقةبديلة icln صناعة xli ادويةوصيدلة xlv صناديق نشطة جينات arkg انترنت المستقبل arkw سلع مناجم ذهب gold kl مناجم عملات ر riot mara clsk,neu,-0.5574
376,376,SpacBobby,"I'm all for the rich paying higher taxes but increasing capitals gains taxes is the wrong approach.....

Why don't you close the loophole where big blue chip companies like $MSFT $APPL shift billions of profits off-shore and pay literally no taxes.",2021-04-22 19:34:30+00:00,52740,28,24,248,rich pay high tax increase capital gain tax wrong approach close loophole big blue chip company like appl shift billion profit shore pay literally tax,neu,0.8689
377,377,cinnamon_msft,"LINUX GUI APPS ON WINDOWS
LINUX GUI APPS ON WINDOWS
LINUX GUI APPS ON WINDOWS
🤯🤯🤯 https://t.co/4TW9zJ8eXN",2021-04-21 17:45:19+00:00,17930,28,85,630,linux gui apps window linux gui apps window linux gui apps window,neu,0.0
378,378,StockDweebs,"Bought this week:
1. $AZN
2. $NFLX
3. $JNJ

Waiting to enter:
1. $SNAP
2. $UBER
3. $BABA
4. $FB
5. $AMD

Currently in:
1. $PLTR
2. $SEAS
3. $NTES
4. $UNFI

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA

Recent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $EOG",2021-04-21 00:01:12+00:00,180521,15,14,357,buy week azn nflx jnj wait enter snap uber baba fb amd currently pltr sea ntes unfi recent win goog dks amat wba recent loss plug cron kmx gbx eog,neu,0.3612
380,380,DeItaone,"*Discord Has Walked Away From Sale Talks, Sources Say

*Discord Remaining Independent for Now With Eye on Potential IPO, Sources Say

*Discord Was in Advanced Talks With Microsoft
$MSFT",2021-04-20 17:13:54+00:00,383311,15,59,304,discord walk away sale talk source say discord remain independent eye potential ipo source say discord advance talk,neu,-0.7964
381,381,StockDweebs,"Trades bought this week:
1. $AZN
2. $NFLX
3. $JNJ

Waiting to enter (orders set)
1. $SNAP
2. $UBER

Currently  in:
1. $PLTR
2. $SEAS
3. $NTES
4. $UNFI
5. $EOG

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA

Reent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX

#stocks",2021-04-19 17:14:34+00:00,180521,22,22,330,trade buy week azn nflx jnj wait enter order set snap uber currently pltr sea ntes unfi eog recent win goog dks amat wba reent loss plug cron kmx gbx,neu,0.3612
383,383,karenfinerman,Last week on @cnbcfastmoney we played a merger idea game after $MSFT announced $NUAN deal. My idea: $PTON buys Tonal. And then I got this pic from the Stanford mall. Not since Smucker’s bought JIF peanut butter has a deal been this obvious. https://t.co/ETpO4i5U6F,2021-04-18 14:31:30+00:00,83003,35,8,268,last week play merger idea game announce nuan deal idea pton buy tonal get pic stanford mall since smucker buy jif peanut butter deal obvious,neu,0.34
384,384,jicchamatome,"👴前回好決算を出した銘柄一覧 (今回の決算にも注目)
$NFLX $AMD $MSFT $AAPL $FB $TEAM $BABA $GOOG $PYPL $PINS $U $PTON $LYFT $TWTR $TSM $INTC $SONO $AFRM $DIS $AMZN $NTR $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $SHAK $ZS $CRM $AMBA $VEEV $AI $ZM $BMBL $DOCU $OKTA $CRWD",2021-04-18 03:00:01+00:00,107024,13,66,669,nflx amd aapl fb team baba goog pypl pin u pton lyft twtr tsm intc sono afrm dis amzn ntr rprx fvrr roku sq zi nvda rkt shak z crm amba veev ai zm bmbl docu okta crwd,neu,0.0
385,385,Canny4,For all the hoopla about being at highs etc. I find setups to still be lacking and several of those have been stuffed. Much of the momentum sectors are getting sold hard. But all is well bc AAPL AMZN FB MSFT NVDA NFLX are strong. Mkt feels very thin and narrow kinda like my hair.,2021-04-15 15:37:47+00:00,67040,25,10,273,hoopla high etc find setup still lack several stuff much momentum sector get sell hard well bc aapl amzn fb nvda nflx strong mkt feel thin narrow kinda like hair,neu,0.6003
386,386,cinnamon_msft,"It's finally here!! The settings UI is officially inside Windows Terminal stable version 1.7, plus we have some new goodies inside Windows Terminal Preview 1.8! 🥳🥳

https://t.co/3eKbBJ5ESQ",2021-04-14 17:03:25+00:00,17930,31,231,848,finally set ui officially inside window terminal stable version plus new goody inside window terminal preview,neu,0.296
387,387,JuiceHead33,"Between Avowed, Starfield, The Outer Worlds 2, InXile's new game, and TES 6...the next 5 years should be absolutely insane for RPGs. Probably getting something special every year. All of them from MSFT and probably only on Xbox",2021-04-14 00:42:56+00:00,12941,9,7,216,avow starfield out world inxile new game te next year absolutely insane rpgs probably get something special every year probably xbox,neu,-0.0754
388,388,tradingview,"Market caps

1. Apple $AAPL $2.2 trillion
2. All cryptos combined $2.1T
3. Microsoft $MSFT $1.9T
4. Aramco $1.8T
5. Amazon $AMZN $1.7T
6. Alphabet $GOOGL $1.5T
7. #Bitcoin $1.2T
8. Facebook $FB $890B
9. Tencent $760B
10. Tesla $TSLA $730B

Note: Gold market cap ~$10 trillion",2021-04-13 19:35:01+00:00,320673,40,256,1125,market cap apple aapl trillion cryptos combine 1t 9t aramco 8t amazon amzn 7t alphabet googl 5t 2t facebook fb 890b tencent 760b tesla tsla 730b note gold market cap trillion,neu,0.1779
389,389,Dave_Fraser_,"Nancy Pelosi bought $10 million in $MSFT shares two weeks before it was announced they won a $22 billion government contract.

She sits on the committee that awarded the contract. How is that legal?

*Disclaimer: I vote Democratic so this isn't some random hit piece on Dems.",2021-04-13 15:46:42+00:00,1514,22,60,539,nancy pelosi buy million share two week announce billion government contract sit committee award contract legal disclaimer vote democratic random hit piece dems,neu,0.7351
390,390,msft_fml,Producers spend hours making music and don't release it,2021-04-13 15:41:56+00:00,2699,65,207,1858,producer spend hour make music release,neu,0.0
391,391,SatoshiAlien,"Nancy Pelosi has to be the biggest savage on Congress. Buys $CRWD a month before the treasury hack is announced, buys $MSFT 2 weeks before the Hololens defense deal. My hero.",2021-04-13 01:21:57+00:00,8965,44,56,631,nancy pelosi big savage congress buy crwd month treasury hack announce buy week hololens defense deal hero,neu,0.4404
392,392,Chrisjjosephs,"Speaker Pelosi &amp; husband buys about $10,000,000 of $MSFT in March and a couple weeks later, the Pentagon announces massive $22B contract with $MSFT 

Yet my brother who works in banking is stuck buying ETF’s and Mutual Funds

@litcapital need you to work your magic with this one",2021-04-13 00:00:35+00:00,1074,153,954,6620,speaker pelosi amp husband buy march couple week late pentagon announce massive 22b contract yet brother work bank stick buy etf mutual fund need work magic one,neu,0.0
393,393,Michigandolf,"We can be mad about @SpeakerPelosi's blatant corruption front running $MSFT &amp; $TSLA on insider info or we can beg her to start a Discord trading subscription service.

The choice is clear.",2021-04-12 23:52:41+00:00,19138,12,61,477,mad blatant corruption front run amp tsla insider info beg start discord trade subscription service choice clear,neu,-0.5106
394,394,chrissyfarr,"Wow Microsoft is going to be a really big health care player. More than 500,000 doctors use Nuance - and it integrated with all the big EHRs. This probably doubles MSFT’s TAM in the sector.",2021-04-12 16:00:23+00:00,69610,26,35,274,wow go really big health care player doctor use nuance integrate big ehrs probably double tam sector,neu,0.8055
395,395,JerryCap,"$MSFT Long Thesis

Thread 👇

1/n

Trillion dollar company that is allowed to do acquisitions",2021-04-12 14:03:23+00:00,24761,16,44,766,long thesis thread n trillion dollar company allow acquisition,neu,0.2263
396,396,jimcramer,Nuance buy extraordinary.. Brilliant even. MSFT will have all the data doctors need and will give them time to be doctors . They will have Epic and Cerner data. That's all you need to own health care at its source.,2021-04-12 13:55:18+00:00,1751856,48,50,387,nuance buy extraordinary brilliant even data doctor need give time doctor epic cerner data need health care source,neu,0.7906
397,397,PandaOptions,"Pandas Weekly Watchlist 🐼

$QQQ 340c over 338, 325p under 326
$TSLA 720c over 700, 640p under 654
$AMZN 3430c over 3400, 3220p under 3250
$NFLX 565c over 557, 530p under 535
$MSFT 260c over 257, 240p under 245
$JPM 160c over 158, 150p under 151",2021-04-11 22:00:28+00:00,33139,10,46,288,panda weekly watchlist qqq 340c 325p tsla 720c 640p amzn 3430c 3220p nflx 565c 530p 260c 240p jpm 160c 150p,neu,0.0
399,399,DeItaone,"MICROSOFT IS SAID TO BE IN ADVANCED TALKS TO BUY NUANCE COMMUNICATIONS

$MSFT 
$NUAN",2021-04-11 15:35:32+00:00,383329,17,106,549,say advance talk buy nuance communication nuan,neu,0.0
400,400,puppy_trades,"$SPY passed 410 and is in the late stages of its rally from the 9/24 low. A buying opportunity to ride $SPY to 460-500 is coming

Here's why
- $QQQ $MSFT and $XLY show the market still has upside in the short-term
- $QQQ will outperform $SPY and reach 354

https://t.co/46J21oWcZq",2021-04-10 23:53:25+00:00,27241,40,29,224,spy pass late stage rally low buy opportunity ride spy come qqq xly show market still upside short term qqq outperform spy reach,neu,0.2023
401,401,PandaOptions,"Time for some Chart Requests! 🐼
 
- Limit 1 per person
- No penny stocks
- Will do as many as I can 

Please Like and Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $GOOGL $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $PYPL $DOCU $CCIV $ETSY $SQ $MSFT $BABA $ZM #StocksToWatch",2021-04-10 15:01:47+00:00,33139,196,65,269,time chart request limit per person penny stock many please like retweet thank spy amzn aapl ba nflx googl shop tsla amd roku nvda fb ttd pypl docu cciv etsy sq baba zm,neu,0.743
402,402,WS_Enfurecido,"Como muchos sabéis tengo acciones de $MSFT y además, me encanta la Xbox. 

Cuando leo a inversores analizar Microsoft suelen decir que Xbox no tiene grandes ventajas competitivas, y dentro del mundo de los videojuegos la gente cree que Xbox Game Pass no es rentable. 

🧵 https://t.co/dJHwQ9EOuU",2021-04-10 10:00:09+00:00,7368,17,85,289,como muchos sabéis tengo acciones de además encanta la xbox cuando leo inversores analizar suelen decir que xbox tiene grandes ventajas competitivas dentro del mundo de los videojuegos la gente cree que xbox game pas e rentable,neu,0.0
403,403,wsbmod,"Ever since I got the vaccine I can’t stop buying MSFT calls. Over and over - dozens of times a day. 

Anyone else?",2021-04-07 14:30:00+00:00,866258,187,180,3092,ever since get vaccine stop buy call dozen time day anyone else,neu,-0.296
404,404,cinnamon_msft,"Sneak peek of my demo for tomorrow's #HelloWorldLive episode: how to customize your Windows Terminal in less than 5 minutes!

Make sure to watch it live at 10:30 AM PT at https://t.co/bTYexDkpQp! https://t.co/SpIylymSIv",2021-04-06 22:49:23+00:00,17930,14,65,346,sneak peek demo tomorrow episode customize window terminal le minute make sure watch live pt,neu,0.3182
405,405,garyblack00,"If 10yr Treas ylds remain stable, FAANG+MT stocks should outperform as we enter the 1Q earnings period. With strong post-covid revenues and leveraged cost structures (no travel, working from home), 1Q earnings and guidance should be excellent. $aapl $msft $googl $amzn $fb $tsla",2021-04-06 11:49:56+00:00,85543,12,22,390,10yr treas ylds remain stable faang mt stock outperform enter 1q earn period strong post covid revenue leverage cost structure travel work home 1q earn guidance excellent aapl googl amzn fb tsla,neu,0.8481
406,406,cinnamon_msft,"Started playing around with Oh my Posh 3 and I am *obsessed* with my prompt 🥰

https://t.co/2kkOo7wyIi @jandedobbeleer https://t.co/kW4kgofb7x",2021-04-06 01:20:51+00:00,17930,15,17,241,start play around oh posh obsess prompt,neu,0.1027
407,407,ripster47,"#wrap #recap (1st - 5th April)

Alerts + Ideas 
$MARA 46&gt;55💰
$TSLA 655-&gt;715 💰
$MSFT 240&gt;249 💰
$GOOGL 2145&gt;2228 100% 2200c 💰
$FB 300/305&gt;310 100%  310c 💰

SPY/QQQ Guidance Alerts

$SPY 398-&gt;406 💰
$QQQ 317-&gt;331💰

Others
$AMPG $SSNT

*All Timestamped",2021-04-05 21:32:33+00:00,243253,22,15,252,1st 5th april alert idea mara gt tsla gt gt googl gt 2200c fb gt 310c spy qqq guidance alert spy gt qqq gt others ampg ssnt timestamped,pos,0.9337
408,408,ripster47,"#tradingtips 
What did I say about Trend?

Quit buying dips in FOMO!

Wait for Trend Day to build, confirmation!
Buy high Sell higher $MSFT $FB $GOOGL $TSLA

If you listen to my teachings , you all should have done well🙏",2021-04-05 16:11:05+00:00,243253,13,15,315,say trend quit buy dip fomo wait trend day build confirmation buy high sell high fb googl tsla listen teach do well,neu,0.2732
409,409,skaushi,"Credit Suisse Assumes 👇

$U Outperform PT $170
$MSFT Outperform PT $265
$CRM Outperform PT $260
$PANW Outperform PT $425
$SHOP Neutral PT $1350",2021-04-05 03:14:15+00:00,42881,7,20,211,credit suisse assume u outperform pt outperform pt crm outperform pt panw outperform pt shop neutral pt,neu,0.3818
410,410,kevintrades,"Options Watchlist for the week:

MSFT 
CRM 
AMZN 
NEE 
FB
RIOT
AAPL",2021-04-04 19:28:00+00:00,16485,3,17,217,option watchlist week crm amzn nee fb riot aapl,neu,-0.5574
411,411,ZenTraderEW,"#watchlist list for next week:
$PLTR - wins new contract with US Dept $89mil
$TSLA - record delivery, ~185k vehicles in 1Q
$BA - still consolidating, watch support at $249 and $237
$MSFT - went up due to news on gov contract, look for some consolidation before ATH
$PLUG",2021-04-04 18:16:41+00:00,8801,11,40,361,list next week pltr win new contract u dept 89mil tsla record delivery 185k vehicle 1q ba still consolidate watch support go due news gov contract look consolidation ath plug,neu,0.7579
412,412,MarketRebels,"$MSFT is working on augmented reality headsets for the US Army, the $22 billion deal was announced last week",2021-04-04 18:15:00+00:00,130906,7,31,216,work augment reality headset u army billion deal announce last week,neu,0.0
413,413,MIT_CSAIL,"Microsoft was founded #otd in 1975. 

Time since these launches/acquisitions...

38 yrs: Word
36 yrs: Windows
31 yrs: Office
26 yrs: Internet Explorer
20 yrs: Xbox
12 yrs: Bing
10 yrs: buys Skype
9 yrs: Surface
8 yrs: buys Nokia
7 yrs: Cortana
5 yrs: Teams, buys LinkedIn

#MSFT https://t.co/qT2TRHOgE9",2021-04-04 14:14:00+00:00,191151,17,89,384,found time since launch acquisition yr word yr window yr office yr internet explorer yr xbox yr bing yr buy skype yr surface yr buy nokia yr cortana yr team buy linkedin,neu,0.0
414,414,jicchamatome,"- GAFAM: $FB $GOOG $MSFT が特にいいチャートで注目
- $FB: GAFAMの中で一番旬だと思う、個人情報流出の材料を克服して株価が上に抜けられるなら非常にパワフル
- $U $AFRM $AI: ホールドOK、その辺は大丈夫
- $SQ: 決算○なので買い。もしフィデリティーのビットコインETFが承認されれば多分売る",2021-04-04 14:02:06+00:00,107024,8,18,296,gafam fb goog fb gafam u afrm ai ok sq etf,neu,0.296
415,415,StockMKTNewz,"Largest U.S based stocks that currently pay a dividend

Apple $AAPL
Microsoft $MSFT
JPMorgan $JPM
Visa $V
$JNJ
Walmart $WMT
Mastercard $MA
UnitedHealth $UNH
Nvidia $NVDA
$BAC
$PG
Home Depot $HD
Comcast $CMCSA
Intel $INTC
Verizon $VZ
Exxon $XOM
Coca-Cola $KO
AT&amp;T $T
Cisco $CSCO",2021-04-03 00:16:32+00:00,117628,9,34,206,large u base stock currently pay dividend apple aapl jpmorgan jpm visa v jnj walmart wmt mastercard unitedhealth unh nvidia nvda bac pg home depot hd comcast cmcsa intel intc verizon vz exxon xom coca cola ko amp cisco csco,neu,-0.1027
416,416,BusinessFamous,"💰💰💰

$1000 of $MSFT earns $9.50 dividends/year

$1000 of $AFL earns $25.80 dividends/year

$1000 of $KO earns $31.90 dividends/year

$1000 of $MO earns $67.20 dividends/year

$1000 of $RYLD earns $105.70 dividends/year

Do you buy from the top of this list or the bottom?",2021-04-01 16:09:38+00:00,34355,46,96,555,earn dividend year afl earn dividend year ko earn dividend year mo earn dividend year ryld earn dividend year buy top list bottom,neu,0.2023
417,417,PythiaR,"Portfolio as of March 31, 2021. 

$LBRDK $GFL $CSU.TO $TDG $INFO $MSFT $FB $PVF.UN $SYK $MA $IAC $HEI $MTCH $CGNX $LVMUY $ADSK $CHE $PIF.TO $BAM $RICK $MVP.TO $AMAT $TSM $HOM.UN

YTD: +4.24% (SPX +4.78% in CAD)
1 Year: +54.89% (SPX +38.14%)
3 Years: +22.32% (SPX 15.77%) https://t.co/5x2IkxvM2L",2021-04-01 13:54:01+00:00,29358,36,20,274,portfolio march lbrdk gfl csu tdg info fb pvf un syk iac hei mtch cgnx lvmuy adsk che pif bam rick mvp amat tsm hom un ytd spx cad year spx year spx,neu,0.0
418,418,bdsams,"Army: Hey msft, can you make us a splinter cell thing?

Msft: ya, sure. https://t.co/sZFADqhfQ4",2021-03-31 20:52:11+00:00,40954,5,22,242,army hey make u splinter cell thing ya sure,neu,0.3182
419,419,cinnamon_msft,"💡 Terminal tip: Want to search for a keyword inside Windows Terminal? Type Ctrl+Shift+F to open the search box!

https://t.co/yHlN9lRMy9 https://t.co/89iTfJuUin",2021-03-31 19:17:56+00:00,17930,10,51,221,terminal tip want search keyword inside window terminal type ctrl shift f open search box,neu,0.0772
420,420,DeItaone,"*MICROSOFT CONTRACT WITH ARMY WORTH AS MUCH AS $22 BILLION
$MSFT",2021-03-31 19:00:24+00:00,383343,26,110,566,contract army worth much billion,neu,0.2263
421,421,carlquintanilla,"* MICROSOFT - CONCERNED ABOUT MANY ASPECTS OF GEORGIA'S NEW ELECTION INTEGRITY ACT - BLOG
 
* MICROSOFT - FROM OUR PERSPECTIVE, THERE IS NO RATIONAL BASIS FOR GEORGIA 
LEGISLATURE TO AUTHORIZE SECURE DROP BOXES BUT LIMIT THEIR USE ""SO SEVERELY"" 

@Reuters $MSFT",2021-03-31 17:03:57+00:00,316050,14,51,207,concern many aspect georgia new election integrity act blog perspective rational basis georgia legislature authorize secure drop box limit use severely,neu,-0.0258
